.,Spanish
quest.name,Los diablos del mar
EventNegotiateWithNeilPassT7.text,—<i>De acuerdo, ¡trato hecho!</i> —dice Neil mientras le entregas el dinero. Sólo esperas que esta cosa merezca la pena. Ganas el Objeto común {c:QItemMysticSextantT7}.
EventReadyToSetSailT5.text,—<i>De acuerdo, écheme una mano y suelte esos cabos</i> —dice Jeremiah. \n\n Jeremiah se pone al mando del timón. Mueve la ficha de Personaje Hombre azul como se señala. El motor diésel petardea durante unos instantes hasta que finalmente se pone en marcha. Jeremiah sube la potencia y el «Vieja dama» enfila la salida del muelle. \n\n No tardas mucho en perder de vista la cosa. La noche es cerrada, con un cielo nublado que apenas deja ver algunas estrellas y unos débiles destellos ocasionales de la luz de la luna. \n\n Retira todas las fichas y módulos de tablero a excepción del módulo {c:TileBoatT5}.
EventCapturedT5.text,—<i>Bien, me parece más razonable</i> —exclama el capitán enemigo—. <i>Muchachos, asegurad el barco</i>. \n\n Otros dos hombres aparecen portando bicheros que usan para acoplar el sumergible al «Vieja dama», asegurando la maniobra con varias maromas. \n\n —<i>Bien, esto es lo que va a pasar a continuación<i> —una sonrisa se dibuja en la cara de la enigmática figura—. <i> Mis muchachos van a subir a bordo, van a coger el tesoro y subiréis bajo custodia a nuestro navío. Os desembarcaremos en la costa, cerca de Kingsport. Y será mejor que no hagáis ninguna tontería o acabaréis durmiendo con los peces en el fondo del mar</i>. \n\n Al parecer no os queda otra alternativa. \n\n Varios hombres armados abordan el «Vieja dama» usando una pasarela, os atan las manos detrás de la espalda, os ponen una venda en los ojos y os llevan a bordo del sumergible. \n\n Los investigadores deben poner a un lado de la mesa todas sus posesiones a excepción de los Hechizos y las Pistas. \n\n Descendéis por una escalerilla y cruzáis un laberinto de compartimentos y pasillos hasta que finalmente os arrojan contra el suelo. Os golpean con algún objeto contundente y perdéis la consciencia. \n\n Descarta todas las fichas y módulos de tablero de la mesa.
EventReadyToDiveT5.text,—<i>Este sitio es tan bueno como cualquier otro para buscar</i> —dice Jeremiah—. <i>Bueno, ¿quién de ustedes es el que va a bucear?</i> \n (Elegid un investigador para que se equipe con el traje de buzo). \n\n Jeremiah pone en marcha un viejo compresor de aire, que emite un silbido al arrancar, y después te ayuda a ponerte el traje de buzo. Un tubo de goma lleva el aire desde el compresor hasta la escafandra. Un oxidado cable de acero enganchado a una placa de metal lleva hasta un cabrestante. Te echa una mano para ajustarte un cinturón con lastre y unas botas de plomo. Apenas te puedes mover. \n\n Un investigador (el buzo) gana el Objeto común {c:QItemDiversHelmetT5}. \n\n Si los investigadores tienen un cuchillo, el buzo puede equiparse con él inmediatamente. \n\n —<i>Y ahora tenga cuidado con el tubo de goma</i> —dice Jeremiah—, <i>y tire del cable una vez si quiere que le soltemos más carrete, dos veces si quiere regresar y varias veces seguidas si está en peligro</i>. \n\n Coloca una ficha de Interacción en el lugar señalado. Representa el cabrestante (coloca un investigador adyacente a la ficha de Interacción para que maneje el cabrestante). \n\n Jeremiah te presta ayuda para llegar al portillo y descender por la escalerilla hasta el agua mientras vas soltando cable. \n\n (Mueve al investigador buzo fuera del tablero, colocándolo al lado del módulo del barco). \n\n —<i>Abajo con él</i> —grita Jeremiah, y bajáis a vuestro amigo hacia las profundidades del mar.
EventYellowManAskT8.text,—<i>Lleva una semana desaparecido</i> —comenta—. <i>Le dije que se mantuviera alejado del «Mistral». En el mar, hay cosas, cosas que no quieren que ese barco sea encontrado. Pero no me hizo caso</i>—se levanta—. <i>En fin, me marcho, voy a planchar la oreja</i>. \n\n Se marcha de la taberna. \n\n Descarta la ficha de Personaje Hombre amarillo. \n\n Ganas 1 Pista {clue}.
EventNegotiateWithNeilFailT7.text,—<i>Lo siento, pero por menos de cincuenta dólares, no me desprendería de eso</i> —<i>dice Neil. \n\n Por desgracia no te lo puedes permitir. Lo pones de vuelta en la estantería.
EventNotReadyT5.text,—<i>Muy bien, me quedo entonces esperándolos aquí</i> —dice Jeremiah.
EventAskBartenderAboutFishermanT8.text,—<i>No mucho en esta época del año. Hace demasiado frío. Por el momento, todos están preocupados por el viejo señor Tork. Hace una semana que nadie lo ha visto. El viejo McGinty probablemente sepa algo más. Es el hombre de barba cana que está sentado allí, en el sofá.
EventPurpleManAskT8.text,—<i>No sé nada del viejo Tork, excepto que me debe dinero, ¡y no soy el único al que le debe!</i> —afirma al tiempo que mira hacia su barbudo amigo.
EventMcGintyPassT8.text,—<i>Soy Jack McGinty<i> —dice el viejo—. <i>Tork es una buena persona, espero que esté bien</i> —le da un trago a su bebida—. <i>Le advertí para que se mantuviera alejado de los escollos que hay cerca del faro, vaya si lo hice, pero estaba convencido de que ahí era donde se había hundido el «Mistral».
TokenExploreGalleyT12.button1,{action} Abrir la puerta
TokenWinchT5.button1,{action} ¡Arriba con él!
TokenSearchFwdT11.button1,{action} Abrir la caja
TokenExploreBridgeT16.button1,{action} Abrir la escotilla
TokenBridgeExitT16.button1,{action} Abrir la escotilla
TokenExploreEngineRoomT11.button1,{action} Abrir la puerta
TokenExploreCrewQtrsT14.button1,{action} Abrir la puerta
TokenExploreChartT13.button1,{action} Abrir la puerta
TokenExploreBridgeT15.button1,{action} Abrir la puerta
TokenBridgePressureDoorSecuredT16.button1,{action} Abrir la puerta
TokenExploreKitchenT14.button1,{action} Abrir la puerta de la cocina
TokenEngineGaugesT10.button1,{action} Examinar los indicadores
TokenSearchShelfT12.button1,{action} Buscar
TokenSearchTableT12.button1,{action} Buscar
TokenSearchBarrelsT1.button1,{action} Buscar
TokenSearchDrawersT14.button1,{action} Buscar
TokenSearchCabinetT14.button1,{action} Buscar
TokenNavalEquipT13.button1,{action} Buscar
TokenSearchCabinetT13.button1,{action} Buscar en el armario
TokenSearchRowboatT1.button1,{action} Buscar en el bote
TokenSearchTableT6.button1,{action} Buscar en la mesa
EventFallIntoHoldFailT17.button1,{action} Buscar en los cofres
EventFallIntoHoldPassT17.button1,{action} Buscar en los cofres
TokenSearchSideTableT14.button1,{action} Buscar entre las baratijas
TokenSearchBookshelvesT15.button1,{action} Buscar entre los libros
TokenBridgePressureDoorOpenedT16.button1,{action} Cerrar la puerta
TokenRedPersonT13.button1,{action} Coger el libro
TokenTrapdoorT17.button1,{action} Descender a la bodega
TokenWreckage1T17.button1,{action} Despejar el camino para abrir la escotilla
TokenExploreNeilsCuriosityShopT4.button1,{action} Entrar en la tienda
TokenSearchPainting1T9.button1,{action} Examinar el cuadro
TokenSearchPainting2T9.button1,{action} Examinar el cuadro
TokenPurplePersonT13.button1,{action} Examinar el cuerpo
TokenGreenPersonT13.button1,{action} Examinar el cuerpo
TokenSearchSuitcaseT9.button1,{action} Examinar el maletín
TokenSearchChartTableT15.button1,{action} Examinar la carta náutica
TokenBridgeControlsT16.button1,{action} Examinar los controles
TokenDrunkBumT2.button1,{action} Hablar con el viejo
TokenActivateEscapePodT16.button1,{action} Intentar activar los controles
TokenExploreRopeAndAnchorT3.button1,{action} Entrar
TokenExploreShackT1.button1,{action} Entrar a la fuerza en el quiosco
TokenSearchNewspaperT9.button1,{action} Leer el periódico
TokenJerimiahDeckT5.button1,{action} Listos para partir (todos los investigadores están a bordo)
TokenGreyManT8.button1,{action} Preguntar por el pescador desaparecido
TokenYellowManT8.button1,{action} Preguntar por Tork
TokenJerimiahDeckT5.button2,{action} Preguntarle si alquila el barco
TokenJerimiahDeckT5.button3,{action} Preguntarle qué está haciendo
TokenBartenderT8.button1,{action} Preguntarle qué está pasando en la ciudad
TokenPurpleManT8.button1,{action} Preguntarle sobre el pescador desaparecido
TokenOldManT9.button1,{action} Preguntarle sobre sí mismo
TokenRemoveHarpoonT14.button1,{action} Quitar el arpón (se necesita la Llave inglesa)
TokenRepairBilgePumpsT10.button1,{action} Reparar las bombas
TokenExploreExitFoyerT9.button1,{action} Salir del vestíbulo
TokenWreckage2T17.button1,{action} Tratar de apartar el mástil
TokenPurplePersonT13.text,A juzgar por la grasa y el aceite que mancha el uniforme de este hombre, está claro que trabajaba en la sala de máquinas.
EventInvestigatorsReturnT16.button1,Al menos un investigador sobrevivió
TokenSearchSuitcaseT9.text,Apoyado sobre la pared hay un viejo maletín.
EventSearchBoatFailT1.text,Caes y te das un buen chapuzón. Trepas de vuelta al muelle, completamente empapado.
TokenRiftT15.button2,Cancelar
EventIntro.button1,Continuar
TokenSightLobbyT9.button1,Continuar
EventHotelIntroT9.button1,Continuar
UISplashScreenContinue.button1,Continuar
EventSearchShelfT12.button1,Continuar
EventGiveBandagesT12.button1,Continuar
EventInvestEliminatedPressed.button1,Continuar
EventPlaceTileHotelFoyerT9.button1,Continuar
EventPlaceSightLobbyT9.button1,Continuar
EventPlacePaperAndExploreT9.button1,Continuar
TokenPainting2T9.button1,Continuar
EventNewspaperPassT9.button1,Continuar
EventNewspaperFailT9.button1,Continuar
EventPlaceMarket.button1,Continuar
EventSearchPainting1T9.button1,Continuar
EventSearchPainting2T9.button1,Continuar
EventSearchLuggageT9.button1,Continuar
EventSearchTableFailT6.button1,Continuar
EventSearchTablePassT6.button1,Continuar
EventAskManAboutHimselfPassT9.button1,Continuar
EventAskManAboutHimselfFailT9.button1,Continuar
TokenSightPierT6.button1,Continuar
TokenSightDock2T1.button1,Continuar
TokenSightDock1T1.button1,Continuar
EventSearchBarrelsT1Pass.button1,Continuar
EventSearchBarrelsT1Fail.button1,Continuar
EventSearchBoatT1.button1,Continuar
EventSearchBoatFailT1.button1,Continuar
EventSearchBoatPassT1.button1,Continuar
EventBreakIntoShackT1.button1,Continuar
EventExploreShackPassT1.button1,Continuar
EventExploreShackFailT1.button1,Continuar
EventAskJerimiahWhatHesDoingT5.button1,Continuar
TokenSearchRuinedBoathouseT2.button1,Continuar
EventTalkBumFailT2.button1,Continuar
EventTalkBumPassT2.button1,Continuar
EventEnterNeilsT4.button1,Continuar
TokenNeilT7.button1,Continuar
TokenSearchNeilsShopT7.button1,Continuar
EventSearchNeilsFailT7.button1,Continuar
EventNegotiateWithNeilFailT7.button1,Continuar
EventNegotiateWithNeilPassT7.button1,Continuar
EventExploreRopeAndAnchorT8.button1,Continuar
EventAskBartenderAboutFishermanT8.button1,Continuar
EventMcGintyFailT8.button1,Continuar
EventMcGintyJeremiahT8.button1,Continuar
EventPurpleManAskT8.button1,Continuar
EventYellowManAskT8.button1,Continuar
EventNotReadyT5.button1,Continuar
EventReadyToSetSailT5.button1,Continuar
EventHireBoatFailT5.button1,Continuar
EventBoatArrivesT5.button1,Continuar
EventReadyToDiveT5.button1,Continuar
EventFoundCapT5.button1,Continuar
EventGoingDownT5.button1,Continuar
EventTouchdownT5.button1,Continuar
EventTouchdownT17.button1,Continuar
EventWreckT17.button1,Continuar
EventClearHatchT17.button1,Continuar
EventMoveMastFailT17.button1,Continuar
EventMoveMastPassT17.button1,Continuar
EventClearHatchFailT17.button1,Continuar
EventClearHatchPassT17.button1,Continuar
EventDeepOnesAttackT5.button1,Continuar
SpawnDeepOneT5.button1,Continuar
EventSearchChestsT17.button1,Continuar
EventHoistAwayFailT5.button1,Continuar
EventHoistAwayPassT5.button1,Continuar
EventGoingUpT5.button1,Continuar
EventContinueUpT5.button1,Continuar
EventBackOnBoardT5.button1,Continuar
EventTimeToGoT5.button1,Continuar
EventCapturedT5.button1,Continuar
EventWakingUpT11.button1,Continuar
EventLookAroundT11.button1,Continuar
EventSearchAftFailT11.button1,Continuar
EventSearchAftPassT11.button1,Continuar
EventSearchBoxFwdT11.button1,Continuar
EventExploreEngineRoomT11.button1,Continuar
TokenSearchEngineRoomT10.button1,Continuar
EventEngineRoomDescContdT10.button1,Continuar
EventExamineGaugesT10.button1,Continuar
EventExamineGaugesFailT10.button1,Continuar
EventExamineEngineGaugesPassT10.button1,Continuar
SpawnSpawnShamblerT10.button1,Continuar
EventWaterRisingT10.button1,Continuar
EventBilgePumpsFixedT10.button1,Continuar
TokenExploreSickBayT11.button1,Continuar
EventExploreSickBayFailT11.button1,Continuar
EventExploreSickBayPassT11.button1,Continuar
EventEnterSickBayWithoutPumpsT12.button1,Continuar
EventExploreGalleyT12.button1,Continuar
EventExploreKitchenT14.button1,Continuar
EventWaterEntersGalleyFromSickBayT14.button1,Continuar
EventSearchSailorFailT14.button1,Continuar
EventSearchSailorPassT14.button1,Continuar
EventSearchDrawersT14.button1,Continuar
EventSearchCabinetT14.button1,Continuar
SpawnDimensionalShamblerT14.button1,Continuar
EventExploreCrewQtrsT14.button1,Continuar
EventCrewDescContdT13.button1,Continuar
EventSearchCabinetT13.button1,Continuar
EventSearchNavalEquipT13.button1,Continuar
EventSearchPurplePersonT13.button1,Continuar
